ticket_text,category,urgency,urgency_stated,label_noise
Genuinely not a priority for us. How do i read tthe numbers shown on the api console. Screenshots attached. Please advise.,General Inquiry,Low,true,false
"Good morning, Enforcing mfa locked out every user who had not enrolled yet. All of our servicee depending on this are failing. Let me know if you need screenshots.",Login/Access,Critical,true,false
"Morning, Could the reports page support webhook retries at some point. We would like an update today if you can manage it. Let me know.",Feature Request,High,true,false
"dear support team, can we switch the starter subscription to invoice-based payment terms.",Billing,Low,false,false
"Hi support, The export contains another customer's rows mixed into ours. Logged from our Pro workspace. Looking forward to your reply!!!!",Bug Report,High,false,true
"Hey, The undo bufton restores the wrong version of the record. This has zero impact on our work which means purely for your awareness.",Bug Report,Low,true,false
"Hi folks, The date filter returns results outside the range i selected. Only a handful of us rjn into it - happy to wait for the next release. Please advise.",Bug Report,Medium,true,false
"Hkw do i invite a workspace owner to our workspace. Only i have noticed it so far. Reproduced by 1,800 different people here.",General Inquiry,Low,true,false
percentages on the summary card do not add up to 100. this is more disruptive thsn it proabbly sounds. screenshots attached. let me know.,Bug Report,Medium,true,false
My card was declined but the subscription still shows as active It does not really affect anything we do Thanks in advance,Billing,Low,true,false
The account RECOVERY flow keeps asking for a code it never sends We have had to build a manual workaround to cope our team lead has asked me to chase this,Login/Access,High,true,false
"Hi support, Pagination skips the first iyem on page two. About 12 people have reported it internally. it is eating into time we do not have, we would like an update today if you can manage it.",Bug Report,High,true,false
"hi team, our webhooks stoppwd being delivered for about three days. a good portion of our users hit this daily which means it is costing us hours every day.",Technical Issue,High,true,false
what is the difference between the enterprise and starter plans,General Inquiry,Low,false,false
Toggling a setting off in the dashboard turns it back on after a reload. Thanks in advance.,Bug Report,Medium,false,false
Dear support team Api latency went from milliseconds to several seconds since yesterday. We are falling behind on a deadline because of it which means we would like an update today if you can manage it. This started for about three days. Thanks for your time.,Technical Issue,High,true,false
"Hello, What is the recommended way to structure teams for 60 users. Most of our admin accounts are running into it which means it is getting noticeably worse week on week, our team lead has asked me to chase this.",General Inquiry,High,true,false
"Hi folks, Every request to /v2/orders has returned err_connection_reset since this morning We have had to pause operations entirely, so please treat this as a severity one incident Appreciate the help",Technical Issue,Critical,true,false
"Dear support team, Is pdf export something that exists today or am i missing it. Logged from our Free workspace. Get back to me when you can.",General Inquiry,Low,false,false
whenever you happen to get to it is fine. is there a plan to bring an offline mode to the business tier. thanks in advance.,Feature Request,Low,true,false
How long does it usually take for support to respond. Everything else works perfectly well!!,General Inquiry,Low,true,false
"Hey, How do i invite a manager to our workspace I have already tried clearing the cache and reinstalling Let me know",General Inquiry,Medium,false,false
